"question_id","topic","subtopic","question","answer","keywords"
"928","BỆNH đái tháo đường","","Tại sao em dễ bị hôi miệng hơn từ khi bị tiểu đường?","Hôi miệng** là tình trạng hơi thở có mùi khó chịu, thường liên quan đến **khô miệng**, **nhiễm trùng** hoặc **nấm** ở người tiểu đường. **Đường huyết cao** tạo môi trường thuận lợi cho vi khuẩn và nấm phát triển, gây mùi. Đôi khi, mùi hơi thở **acetone** (mùi trái cây chín) có thể cảnh báo **nhiễm toan ceton** – một biến chứng nguy hiểm. - Cần kiểm tra nguyên nhân và điều trị. - Nếu kèm mệt mỏi, buồn nôn, cần đi khám ngay. 👉 Tóm lại, **hôi miệng** có thể là dấu hiệu của nhiều vấn đề, từ nhẹ đến nghiêm trọng, cần được chú ý.","hôi miệng tiểu đường; đái tháo đường hôi miệng; nguyên nhân hôi miệng; hơi thở có mùi; biến chứng đái tháo đường"
"929","BỆNH đái tháo đường","","Em có cần súc miệng sát khuẩn mỗi ngày không?","Súc miệng sát khuẩn** là dung dịch giúp giảm vi khuẩn và hỗ trợ phòng **viêm nướu**, nhưng cần dùng đúng cách. Không cần dùng hàng ngày nếu răng miệng khỏe mạnh. Dùng quá nhiều có thể gây **khô miệng** hoặc làm mất cân bằng vi khuẩn tự nhiên. - Thường dùng 1-2 tuần/lần hoặc khi có chỉ định của nha sĩ. - Tránh lạm dụng để duy trì cân bằng vi khuẩn miệng. 👉 Tóm lại, **súc miệng sát khuẩn** là phương pháp hỗ trợ, cần dùng có chọn lọc và theo hướng dẫn.","súc miệng sát khuẩn; nước súc miệng đái tháo đường; vệ sinh miệng; chăm sóc miệng; dùng nước súc miệng"
"930","BỆNH đái tháo đường","","Khi nào người tiểu đường nên đi khám răng định kỳ?","Khám răng định kỳ** là việc kiểm tra răng miệng thường xuyên để phát hiện sớm và phòng ngừa các vấn đề. Người tiểu đường nên **khám răng** ít nhất 6 tháng/lần. Nếu đường huyết chưa ổn định, có thể cần khám 3-4 tháng/lần để kịp thời xử lý **viêm nha chu** hoặc **nhiễm trùng**. - Giúp lấy cao răng, kiểm tra sâu răng và tư vấn chăm sóc. - Cần đi khám ngay khi có dấu hiệu bất thường (đau, sưng, chảy máu). 👉 Tóm lại, **khám răng định kỳ** là rất quan trọng để duy trì sức khỏe răng miệng và kiểm soát bệnh tiểu đường.","khám răng định kỳ; lịch khám răng; kiểm tra răng đái tháo đường; nha sĩ tiểu đường; khám răng miệng"
"931","BỆNH đái tháo đường","","Có phải tiểu đường làm lành vết thương trong miệng chậm hơn không?","Lành vết thương chậm** là tình trạng vết thương trong miệng lâu hồi phục hơn bình thường ở người **tiểu đường**. - **Đường huyết cao** làm ảnh hưởng lưu thông máu, giảm oxy và dinh dưỡng đến vùng tổn thương. - Hệ miễn dịch yếu hơn làm tăng nguy cơ **nhiễm trùng**, khiến vết thương khó lành. 👉 Tóm lại, cần chăm sóc răng miệng tốt và xử lý vết thương sớm để tránh biến chứng.","tiểu đường; vết thương miệng; lành vết thương chậm; chậm lành; biến chứng miệng; chăm sóc miệng"
"932","BỆNH đái tháo đường","","Trồng răng implant khi bị tiểu đường có được không?","Trồng răng Implant** là phương pháp phục hình răng bị mất bằng cách cấy trụ vào xương hàm. Người tiểu đường vẫn có thể thực hiện nếu **kiểm soát đường huyết tốt**. - **Đường huyết cao** tăng nguy cơ nhiễm trùng, chậm lành xương và giảm tỉ lệ thành công của implant. - Cần có chỉ số **HbA1c dưới 7%** trước phẫu thuật và vệ sinh tốt sau đó. 👉 Tóm lại, kiểm soát đường huyết là yếu tố then chốt cho sự thành công của implant.","trồng răng implant; implant tiểu đường; cấy ghép răng; nha khoa đtđ; biến chứng implant"
"933","BỆNH đái tháo đường","","Nhổ răng khi bị tiểu đường có nguy hiểm không?","Nhổ răng** là thủ thuật loại bỏ răng bị hư hại hoặc không còn chức năng. Nếu **đường huyết được kiểm soát tốt**, việc nhổ răng thường an toàn. - Với **đường huyết cao**, nguy cơ chảy máu kéo dài và **nhiễm trùng** sau nhổ răng sẽ tăng lên. - Luôn báo cho bác sĩ nha khoa về tình trạng bệnh để được tư vấn và có thể dùng **kháng sinh dự phòng**. 👉 Tóm lại, nhổ răng an toàn khi bạn kiểm soát tốt đường huyết và tuân thủ lời khuyên của nha sĩ.","nhổ răng tiểu đường; nguy hiểm nhổ răng; biến chứng nhổ răng; nha khoa đtđ; chăm sóc răng"
"934","BỆNH đái tháo đường","","Dùng răng giả tháo lắp có ảnh hưởng gì không?","Răng giả tháo lắp** là loại răng giả có thể tự tháo ra và lắp vào. Người tiểu đường vẫn có thể dùng bình thường nhưng cần chú ý vệ sinh kỹ lưỡng. - Nếu vệ sinh không kỹ, vi khuẩn và nấm dễ phát triển, gây **viêm nướu** hoặc **nấm miệng**. - Nên tháo răng giả khi ngủ, rửa sạch hàng ngày bằng bàn chải mềm và dung dịch chuyên dụng. 👉 Tóm lại, vệ sinh răng giả tháo lắp đúng cách là rất quan trọng để tránh nhiễm trùng.","răng giả tháo lắp; ảnh hưởng răng giả; vệ sinh răng giả; tiểu đường răng; chăm sóc răng miệng"
"935","BỆNH đái tháo đường","","Có cần kiêng ăn trái cây ngọt hoàn toàn để bảo vệ răng không?","Trái cây ngọt** là thực phẩm tự nhiên cung cấp vitamin và chất xơ. Bạn không cần kiêng hoàn toàn để bảo vệ răng. - Hãy chọn loại **ít đường** như táo, bưởi, cam, dâu và ăn kèm bữa chính. - Sau khi ăn trái cây ngọt, nên uống nước hoặc súc miệng để giảm **đường bám trên răng**. 👉 Tóm lại, ăn trái cây hợp lý giúp kiểm soát đường huyết và bảo vệ răng hiệu quả.","trái cây ngọt; kiêng ăn; bảo vệ răng; tiểu đường ăn uống; dinh dưỡng răng; đường huyết răng"
"936","BỆNH đái tháo đường","","Uống thuốc tiểu đường có ảnh hưởng đến răng không bác sĩ?","Thuốc tiểu đường** là các loại thuốc bạn dùng để kiểm soát đường huyết. Một số thuốc này có thể ảnh hưởng đến răng miệng của bạn. - Một số thuốc có thể gây **khô miệng**, làm tăng nguy cơ sâu răng và viêm nướu. - Luôn báo cho nha sĩ biết về các thuốc đang dùng để tránh **tương tác thuốc** và được điều trị phù hợp. 👉 Tóm lại, hãy thông báo danh sách thuốc đang dùng cho nha sĩ để được chăm sóc răng miệng tốt nhất.","thuốc tiểu đường; ảnh hưởng răng; tác dụng phụ thuốc; khô miệng; sức khỏe răng miệng"
"937","BỆNH đái tháo đường","","Tại sao sáng ngủ dậy em thấy răng bẩn và miệng có mùi?","Hôi miệng buổi sáng** là tình trạng hơi thở có mùi khó chịu khi thức dậy. Điều này thường do **khô miệng** và vi khuẩn hoạt động mạnh hơn vào ban đêm. - Ban đêm, miệng tiết ít nước bọt, khiến **mảng bám** và vi khuẩn tăng nhanh, gây mùi. - Đánh răng, dùng chỉ nha khoa kỹ càng trước khi ngủ và uống đủ nước ban ngày sẽ giúp cải thiện. 👉 Tóm lại, vệ sinh răng miệng kỹ lưỡng trước khi ngủ là chìa khóa giảm hôi miệng buổi sáng.","hôi miệng; răng bẩn; vệ sinh răng miệng; khô miệng; hơi thở có mùi; bệnh nha chu"
"938","BỆNH đái tháo đường","","Người tiểu đường có cần vệ sinh lưỡi không?","Vệ sinh lưỡi** là quy trình làm sạch bề mặt lưỡi để loại bỏ vi khuẩn và mảng bám. Việc này rất cần thiết cho người tiểu đường. - Lưỡi là nơi vi khuẩn và nấm dễ trú ngụ, đặc biệt khi bạn bị tiểu đường, gây **hôi miệng**. - Dùng bàn chải hoặc dụng cụ làm sạch lưỡi mỗi ngày sẽ giúp giảm **mảng trắng/vàng** và cải thiện mùi miệng. 👉 Tóm lại, đừng quên vệ sinh lưỡi mỗi ngày để duy trì sức khỏe răng miệng toàn diện.","vệ sinh lưỡi; lưỡi bẩn; hôi miệng; chăm sóc miệng; tiểu đường vệ sinh"
"939","BỆNH đái tháo đường","","Ăn uống thế nào để vừa tốt cho tiểu đường vừa tốt cho răng?","Chế độ ăn khoa học** là lựa chọn thực phẩm giúp kiểm soát đường huyết và bảo vệ răng. Bạn nên ăn nhiều rau xanh, trái cây ít ngọt và protein lành mạnh. - Hạn chế **đồ ngọt, tinh bột nhanh, nước ngọt có gas** và đồ chua nhiều axit. - Uống đủ nước, ăn chậm và nhai kỹ để kích thích tiết nước bọt tự nhiên. 👉 Tóm lại, chế độ ăn uống hợp lý là chìa khóa kép cho cả tiểu đường và răng miệng khỏe mạnh.","ăn uống đtđ; dinh dưỡng răng; thực phẩm tốt; chế độ ăn; sức khỏe răng miệng; kiểm soát đường huyết"
"940","BỆNH đái tháo đường","","Nướu em thỉnh thoảng bị sưng lên rồi xẹp, có sao không?","Viêm nướu tái đi tái lại** là tình trạng nướu bị sưng viêm tạm thời do mảng bám, thường gặp ở người tiểu đường. Tình trạng này không nên chủ quan. - Nướu sưng rồi xẹp chỉ là giảm viêm tạm thời, nhưng vi khuẩn vẫn tồn tại và gây hại. - Nếu không điều trị triệt để, bệnh có thể tiến triển thành **viêm nha chu** nghiêm trọng hơn. 👉 Tóm lại, đừng chủ quan với nướu sưng xẹp, hãy đi khám nha sĩ để được làm sạch và điều trị dứt điểm.","nướu sưng; viêm nướu; nha chu; bệnh nướu; tiểu đường nướu; chảy máu nướu; sưng lợi"
"941","BỆNH đái tháo đường","","Có cần dùng kem đánh răng dành riêng cho người tiểu đường không?","Kem đánh răng phù hợp** là loại kem đánh răng hỗ trợ bảo vệ răng miệng cho bệnh nhân tiểu đường. Hiện chưa có kem đặc thù riêng cho tiểu đường. - Bạn nên chọn loại chứa **fluoride** để chống sâu răng và có thành phần dịu nhẹ, không gây **khô miệng**. - Quan trọng nhất vẫn là kỹ thuật và tần suất chải răng đúng cách, kết hợp dùng chỉ nha khoa. 👉 Tóm lại, chọn kem đánh răng có fluoride và duy trì thói quen chải răng đúng cách là ưu tiên hàng đầu.","kem đánh răng tiểu đường; kem đánh răng; chăm sóc răng; vệ sinh răng miệng; người tiểu đường; đường huyết"
"942","BỆNH đái tháo đường","","Người tiểu đường có nên tẩy trắng răng không?","Tẩy trắng răng** là thủ thuật làm sáng màu răng. Người tiểu đường vẫn có thể thực hiện nếu **đường huyết ổn định** và răng lợi khỏe mạnh. - Nếu đang có **viêm nướu** hoặc tổn thương, cần điều trị dứt điểm trước để tránh kích ứng. - Nên chọn phương pháp an toàn và được thực hiện bởi **nha sĩ chuyên nghiệp** để hạn chế rủi ro. 👉 Tóm lại, hãy tham khảo ý kiến nha sĩ và đảm bảo sức khỏe răng miệng ổn định trước khi tẩy trắng.","tẩy trắng răng; tẩy trắng răng tiểu đường; làm trắng răng; răng miệng đái tháo đường; an toàn nha khoa"
"943","BỆNH đái tháo đường","","Bác sĩ ơi, sao em bị ê buốt răng nhiều hơn từ khi bị tiểu đường?","Ê buốt răng** là cảm giác khó chịu khi răng tiếp xúc với nóng, lạnh, chua hoặc ngọt. Người tiểu đường có thể bị ê buốt nhiều hơn. - Tiểu đường có thể làm men răng yếu do **khô miệng** và **viêm nướu**, dẫn đến mòn men và lộ ngà răng. - Hãy dùng kem đánh răng chống ê buốt, bàn chải mềm và tránh thực phẩm quá nóng, lạnh hoặc chua. 👉 Tóm lại, ê buốt răng là dấu hiệu cảnh báo, cần chăm sóc răng miệng cẩn thận và đúng cách.","ê buốt răng; răng ê buốt; nhạy cảm răng; tiểu đường và răng; biến chứng răng miệng; đau răng; đau răng tiểu đường"
"944","BỆNH đái tháo đường","","Đeo niềng răng khi bị tiểu đường có được không?","Niềng răng (Chỉnh nha)** là phương pháp điều chỉnh vị trí răng. Bạn vẫn có thể đeo niềng nếu **đường huyết được kiểm soát tốt** và vệ sinh răng miệng nghiêm ngặt. - Niềng răng làm khó làm sạch hơn, dễ gây **viêm nướu** và tiến triển nhanh ở người tiểu đường. - Cần tái khám nha sĩ thường xuyên và báo cho bác sĩ chỉnh nha về tình trạng bệnh của mình. 👉 Tóm lại, kiểm soát đường huyết và vệ sinh kỹ lưỡng là yếu tố quyết định khi niềng răng.","niềng răng; chỉnh nha; mắc cài; chỉnh nha tiểu đường; răng miệng đái tháo đường; điều trị chỉnh nha"
